Generation	Ne_genomatric
1	43.639815551382
2	43.639815551382
3	43.639815551382
4	43.639815551382
5	45.8776341133978
6	45.7407376371628
7	45.231290689262
8	44.7857080084252
9	45.5936577580443
10	45.8425240793694
11	46.9533572580178
12	48.3128415806011
13	55.6793774362269
14	65.0774500425348
15	77.4865483626093
16	91.7610018855461
17	139.810722597144
18	227.400111758956
19	417.243747497696
20	627.800350305991
21	883.354276696104
22	1125.75606181976
23	1306.84164621035
24	1390.20626640691
25	1493.18184217231
26	1585.29993576017
27	1685.98089803833
28	1711.33105849709
29	1722.716518115
30	1750.58712209072
31	1787.33579325093
32	1794.31064784222
33	1804.91253403578
34	1807.37987845774
35	1822.47805940484
36	1821.65507876638
37	1820.95298790975
38	1819.29921338874
39	1817.91709599119
40	1815.46712234536
41	1808.65900872656
42	1813.35405676827
43	1819.43903075376
44	1820.76225881203
45	1827.59610095594
46	1826.15808745239
47	1828.49544271811
48	1829.09498600639
49	1826.00610439435
50	1826.16088627081
51	1827.02519559195
52	1823.28056561602
53	1827.07550262887
54	1830.45550305266
55	1840.85567543674
56	1842.29118590421
57	1848.0980617224
58	1851.13033893269
59	1851.20915083864
60	1851.68372147688
61	1847.10616892761
62	1850.84860712248
63	1852.03819560709
64	1856.27249297796
65	1856.37739980417
66	1862.01169959049
67	1864.09940920897
68	1864.03546823106
69	1868.40089651273
70	1873.6789450727
71	1877.5473919236
72	1876.50966142769
73	1875.40226302122
74	1877.07310536415
75	1875.82595091527
76	1874.68484433067
77	1887.2225796243
78	1886.60486097951
79	1882.79956004825
80	1881.08482688432
81	1884.34069187418
82	1886.12359519393
83	1889.42643013773
84	1898.26724142418
85	1900.21780505113
86	1905.29874390236
87	1922.63532529284
88	1939.13286101164
89	1956.46319471597
90	1976.0551781358
91	1988.41540422396
92	2004.6981738549
93	2007.00042164111
94	2014.35029793577
95	2007.30810579577
96	2002.56936294738
97	1998.01161572886
98	1998.57084813731
99	1999.23945775126
100	2010.83119537113
101	2020.90771653229
102	2020.32184567614
103	2022.59887813121
104	2032.92710810938
105	2040.75226142362
106	2034.10771679902
107	2027.59636639287
108	2014.420740641
109	2005.11104784706
110	2008.1972063936
111	2015.74862633066
112	2024.14112132107
113	2031.58472919583
114	2037.76006567128
115	2042.57439845831
116	2039.57391359688
117	2038.92284964232
118	2044.55189670398
119	2051.54752538942
120	2057.7418834859
121	2060.29871657447
122	2065.3989140816
123	2074.34971861561
124	2082.15011249506
125	2083.47978748541
126	2081.56624880299
127	2085.99572580194
128	2090.38743357078
129	2091.19898481706
130	2087.35869920322
131	2088.14084848912
132	2095.20151538287
133	2099.84866296891
134	2092.53790045343
135	2095.05109795702
136	2097.52403442781
137	2088.71609429396
138	2081.07750847016
139	2081.49470723799
140	2077.29353053072
141	2078.06190357948
142	2076.99451468078
143	2076.45750300837
144	2078.72893593175
145	2083.4889980034
146	2085.76711048816
147	2092.97334981911
148	2090.89009902777
149	2094.17374545346
150	2094.91333091206
151	2097.68155664879
152	2101.00038565936
153	2106.19067518943
154	2113.65453704773
155	2120.1934387573
156	2122.93013103803
157	2126.90677269846
158	2137.27977000077
159	2142.13252789062
160	2149.38939897572
