Generation	Ne_genomatric
1	205.106418153552
2	205.106418153552
3	205.106418153552
4	205.106418153552
5	187.42841509966
6	183.661510860065
7	181.376227766145
8	179.878491026275
9	166.468851845163
10	157.083634200628
11	151.746435515675
12	147.157494030827
13	143.294382831015
14	139.829275529247
15	137.329869318873
16	134.6985799938
17	132.670336322813
18	129.956144384692
19	128.505875926314
20	127.683605982799
21	127.145919615538
22	127.503790884455
23	127.00977016898
24	127.60685485264
25	127.520399008676
26	129.291370338754
27	131.142777184952
28	133.810408581401
29	137.742960402045
30	141.541711664199
31	146.743633903905
32	156.031506092724
33	166.868021198872
34	176.573444216357
35	186.167778454903
36	196.26253334103
37	205.154771885274
38	214.859614469624
39	227.543260990305
40	238.851988691335
41	246.564832191723
42	255.566806151012
43	264.686841347236
44	276.321531967597
45	289.579682251212
46	304.481739081031
47	321.302683735031
48	334.129405002045
49	349.091988876274
50	366.095041165873
51	384.137986459153
52	406.649860044094
53	423.244012629933
54	443.452103282594
55	460.790530664178
56	476.435386643022
57	492.81881332615
58	504.59136847334
59	520.932204857392
60	536.145446009257
61	547.12930965336
62	556.705097470179
63	562.168064696111
64	567.428540579432
65	578.41614806888
66	585.204002531869
67	587.87161480292
68	592.778304430554
69	600.210132678854
70	604.705735690913
71	608.814108596322
72	611.750020907098
73	611.827890297677
74	610.859038782169
75	607.51332462291
76	612.01254423382
77	611.326315660381
78	606.999407800914
79	604.036839847856
80	603.543077910667
81	609.014068111666
82	606.383947503725
83	609.646967236213
84	613.664181189407
85	616.501413652412
86	621.169973357949
87	625.284695984098
88	626.484896022533
89	626.791968630911
90	630.456975970312
91	640.859116249617
92	651.184471185498
93	671.875144926074
94	692.252853193226
95	719.628421960657
96	747.349476567286
97	786.790744547633
98	822.353062692023
99	857.547755119443
100	903.853300678187
101	946.269846057904
102	1003.12363088674
103	1055.65084696137
104	1087.04203948363
105	1128.19739146955
106	1166.02405661156
107	1186.821805945
108	1221.63788374713
109	1236.57082748591
110	1259.3995933723
111	1280.08244667423
112	1292.30443326431
113	1292.31326517621
114	1295.65384909544
115	1302.78587702667
116	1309.5435647662
117	1325.84907306244
118	1326.03423847332
119	1334.15551649346
120	1341.02111276179
121	1355.61703185206
122	1369.47868769557
123	1374.21705649847
124	1376.32774615628
125	1376.17105452368
126	1384.33866752207
127	1401.37327572412
128	1417.79211908654
129	1426.15621603847
130	1433.8970733147
131	1441.41933973384
132	1449.12939196313
133	1454.96456652581
134	1458.74725984484
135	1459.24536153371
136	1465.65331468536
137	1474.07629359018
138	1473.24446774427
139	1475.61047808663
140	1474.44486797683
141	1469.93428266169
142	1463.51079667474
143	1465.02383525141
144	1472.67279896539
145	1477.3160191133
146	1482.51761485056
147	1493.3417086414
148	1502.85569349825
149	1511.08774069216
150	1514.68860255924
151	1516.60414561001
152	1514.75223009099
153	1513.64034677126
154	1518.57259952664
155	1520.47911516735
156	1513.91424635588
157	1512.47417403412
158	1511.31224767088
159	1513.14029594808
160	1511.32656132484
161	1511.89495419354
162	1508.52123262144
163	1504.98699262088
164	1504.13682293094
165	1497.40422586188
166	1493.06207712148
167	1491.76017834079
168	1488.37904023492
169	1484.86621720337
170	1486.20340442181
171	1490.64958478053
172	1494.73426236859
173	1499.33059613474
174	1502.51586602562
175	1506.51865523547
176	1510.02398719396
177	1513.35998285366
178	1521.37291218077
179	1527.66071310741
180	1529.12271622569
181	1529.35842157232
182	1535.64874717495
183	1538.75655231437
184	1547.53770234231
185	1553.85741918303
186	1557.92646240062
187	1559.4822156324
188	1569.60514244458
189	1576.7888615705
190	1584.78886509405
191	1592.50435495662
192	1598.50076728592
193	1605.62011073592
194	1607.83860211289
195	1604.53371605747
196	1602.75492638932
197	1602.1473159616
198	1605.83887435606
199	1607.55713678554
200	1612.38506355144
201	1621.8537373415
202	1634.09940654469
203	1645.14281217685
204	1661.8277651467
205	1679.73691796232
206	1697.79951152946
207	1708.79513581168
208	1724.44456162399
209	1736.09689778714
210	1747.7429294679
211	1760.42924797692
212	1769.78591886655
213	1782.62909974641
214	1792.62273503398
215	1802.48893378636
216	1810.2482900476
217	1823.78503446883
218	1837.84826271523
219	1848.06417431118
220	1859.07485683325
221	1868.78107292975
222	1883.62847344662
223	1894.7785554337
224	1903.74330906617
225	1918.34464288541
226	1929.11445894499
227	1945.67254458495
228	1965.18590582881
229	1981.04285487247
230	2000.5562437427
231	2018.09493646604
232	2040.50975840165
233	2054.76930097276
234	2075.93804591898
235	2091.20890860878
236	2104.76911732457
237	2119.09457546121
238	2130.22886284254
239	2140.47812368145
240	2153.92414946581
241	2170.38083829499
